
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
414 1  # abs(compressedIeta)=1, compressedE=9, compressedShape=14
415 1  # abs(compressedIeta)=1, compressedE=9, compressedShape=15
416 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=0
417 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=1
418 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=2
419 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=3
420 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=4
421 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=5
422 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=6
423 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=7
424 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=8
425 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=9
426 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=10
427 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=11
428 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=12
429 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=13
430 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=14
431 1  # abs(compressedIeta)=1, compressedE=10, compressedShape=15
432 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=0
433 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=1
434 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=2
435 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=3
436 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=4
437 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=5
438 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=6
439 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=7
440 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=8
441 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=9
442 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=10
443 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=11
444 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=12
445 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=13
446 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=14
447 1  # abs(compressedIeta)=1, compressedE=11, compressedShape=15
448 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=0
449 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=1
450 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=2
451 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=3
452 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=4
453 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=5
454 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=6
455 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=7
456 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=8
457 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=9
458 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=10
459 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=11
460 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=12
461 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=13
462 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=14
463 1  # abs(compressedIeta)=1, compressedE=12, compressedShape=15
464 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=0
465 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=1
466 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=2
467 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=3
468 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=4
469 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=5
470 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=6
471 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=7
472 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=8
473 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=9
474 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=10
475 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=11
476 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=12
477 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=13
478 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=14
479 1  # abs(compressedIeta)=1, compressedE=13, compressedShape=15
480 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=0
481 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=1
482 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=2
483 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=3
484 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=4
485 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=5
486 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=6
487 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=7
488 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=8
489 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=9
490 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=10
491 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=11
492 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=12
493 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=13
494 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=14
495 1  # abs(compressedIeta)=1, compressedE=14, compressedShape=15
496 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=0
497 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=1
498 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=2
499 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=3
500 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=4
501 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=5
502 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=6
503 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=7
504 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=8
505 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=9
506 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=10
507 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=11
508 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=12
509 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=13
510 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=14
511 1  # abs(compressedIeta)=1, compressedE=15, compressedShape=15
512 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=0
513 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=1
514 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=2
515 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=3
516 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=4
517 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=5
518 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=6
519 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=7
520 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=8
521 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=9
522 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=10
523 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=11
524 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=12
525 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=13
526 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=14
527 1  # abs(compressedIeta)=2, compressedE=0, compressedShape=15
528 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=0
529 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=1
530 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=2
531 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=3
532 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=4
533 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=5
534 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=6
535 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=7
536 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=8
537 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=9
538 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=10
539 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=11
540 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=12
541 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=13
542 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=14
543 1  # abs(compressedIeta)=2, compressedE=1, compressedShape=15
544 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=0
545 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=1
546 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=2
547 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=3
548 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=4
549 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=5
550 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=6
551 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=7
552 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=8
553 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=9
554 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=10
555 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=11
556 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=12
557 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=13
558 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=14
559 1  # abs(compressedIeta)=2, compressedE=2, compressedShape=15
560 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=0
561 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=1
562 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=2
563 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=3
564 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=4
565 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=5
566 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=6
567 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=7
568 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=8
569 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=9
570 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=10
571 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=11
572 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=12
573 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=13
574 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=14
575 1  # abs(compressedIeta)=2, compressedE=3, compressedShape=15
576 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=0
577 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=1
578 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=2
579 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=3
580 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=4
581 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=5
582 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=6
583 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=7
584 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=8
585 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=9
586 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=10
587 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=11
588 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=12
589 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=13
590 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=14
591 1  # abs(compressedIeta)=2, compressedE=4, compressedShape=15
592 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=0
593 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=1
594 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=2
595 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=3
596 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=4
597 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=5
598 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=6
599 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=7
600 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=8
601 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=9
602 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=10
603 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=11
604 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=12
605 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=13
606 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=14
607 1  # abs(compressedIeta)=2, compressedE=5, compressedShape=15
608 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=0
609 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=1
610 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=2
611 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=3
612 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=4
613 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=5
614 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=6
615 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=7
616 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=8
617 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=9
618 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=10
619 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=11
620 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=12
621 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=13
622 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=14
623 1  # abs(compressedIeta)=2, compressedE=6, compressedShape=15
624 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=0
625 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=1
626 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=2
627 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=3
628 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=4
629 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=5
630 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=6
631 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=7
632 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=8
633 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=9
634 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=10
635 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=11
636 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=12
637 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=13
638 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=14
639 1  # abs(compressedIeta)=2, compressedE=7, compressedShape=15
640 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=0
641 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=1
642 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=2
643 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=3
644 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=4
645 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=5
646 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=6
647 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=7
648 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=8
649 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=9
650 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=10
651 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=11
652 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=12
653 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=13
654 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=14
655 1  # abs(compressedIeta)=2, compressedE=8, compressedShape=15
656 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=0
657 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=1
658 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=2
659 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=3
660 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=4
661 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=5
662 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=6
663 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=7
664 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=8
665 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=9
666 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=10
667 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=11
668 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=12
669 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=13
670 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=14
671 1  # abs(compressedIeta)=2, compressedE=9, compressedShape=15
672 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=0
673 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=1
674 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=2
675 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=3
676 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=4
677 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=5
678 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=6
679 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=7
680 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=8
681 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=9
682 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=10
683 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=11
684 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=12
685 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=13
686 1  # abs(compressedIeta)=2, compressedE=10, compressedShape=14
