# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt. 
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 13 9 </header>

0 66 # ieta=1, ET=0, H/E<=0.12890625
508 511 # ieta=2, ET=252, H/E<=0.998046875
509 511 # ieta=2, ET=253, H/E<=0.998046875
510 511 # ieta=2, ET=254, H/E<=0.998046875
511 511 # ieta=2, ET=255, H/E<=0.998046875
512 51 # ieta=3, ET=0, H/E<=0.099609375
513 51 # ieta=3, ET=1, H/E<=0.099609375
514 51 # ieta=3, ET=2, H/E<=0.099609375
515 51 # ieta=3, ET=3, H/E<=0.099609375
516 51 # ieta=3, ET=4, H/E<=0.099609375
517 51 # ieta=3, ET=5, H/E<=0.099609375
518 51 # ieta=3, ET=6, H/E<=0.099609375
519 51 # ieta=3, ET=7, H/E<=0.099609375
520 51 # ieta=3, ET=8, H/E<=0.099609375
521 51 # ieta=3, ET=9, H/E<=0.099609375
522 51 # ieta=3, ET=10, H/E<=0.099609375
523 51 # ieta=3, ET=11, H/E<=0.099609375
524 51 # ieta=3, ET=12, H/E<=0.099609375
525 51 # ieta=3, ET=13, H/E<=0.099609375
526 51 # ieta=3, ET=14, H/E<=0.099609375
527 51 # ieta=3, ET=15, H/E<=0.099609375
528 51 # ieta=3, ET=16, H/E<=0.099609375
529 51 # ieta=3, ET=17, H/E<=0.099609375
530 51 # ieta=3, ET=18, H/E<=0.099609375
531 51 # ieta=3, ET=19, H/E<=0.099609375
532 51 # ieta=3, ET=20, H/E<=0.099609375
533 51 # ieta=3, ET=21, H/E<=0.099609375
534 51 # ieta=3, ET=22, H/E<=0.099609375
535 51 # ieta=3, ET=23, H/E<=0.099609375
536 51 # ieta=3, ET=24, H/E<=0.099609375
537 51 # ieta=3, ET=25, H/E<=0.099609375
538 51 # ieta=3, ET=26, H/E<=0.099609375
539 51 # ieta=3, ET=27, H/E<=0.099609375
540 51 # ieta=3, ET=28, H/E<=0.099609375
541 51 # ieta=3, ET=29, H/E<=0.099609375
542 51 # ieta=3, ET=30, H/E<=0.099609375
543 51 # ieta=3, ET=31, H/E<=0.099609375
544 51 # ieta=3, ET=32, H/E<=0.099609375
545 51 # ieta=3, ET=33, H/E<=0.099609375
546 51 # ieta=3, ET=34, H/E<=0.099609375
547 51 # ieta=3, ET=35, H/E<=0.099609375
548 51 # ieta=3, ET=36, H/E<=0.099609375
549 51 # ieta=3, ET=37, H/E<=0.099609375
550 51 # ieta=3, ET=38, H/E<=0.099609375
551 41 # ieta=3, ET=39, H/E<=0.080078125
552 41 # ieta=3, ET=40, H/E<=0.080078125
553 41 # ieta=3, ET=41, H/E<=0.080078125
554 41 # ieta=3, ET=42, H/E<=0.080078125
555 41 # ieta=3, ET=43, H/E<=0.080078125
556 41 # ieta=3, ET=44, H/E<=0.080078125
557 41 # ieta=3, ET=45, H/E<=0.080078125
558 41 # ieta=3, ET=46, H/E<=0.080078125
559 41 # ieta=3, ET=47, H/E<=0.080078125
560 41 # ieta=3, ET=48, H/E<=0.080078125
561 41 # ieta=3, ET=49, H/E<=0.080078125
562 41 # ieta=3, ET=50, H/E<=0.080078125
563 41 # ieta=3, ET=51, H/E<=0.080078125
564 41 # ieta=3, ET=52, H/E<=0.080078125
565 41 # ieta=3, ET=53, H/E<=0.080078125
566 41 # ieta=3, ET=54, H/E<=0.080078125
567 41 # ieta=3, ET=55, H/E<=0.080078125
568 41 # ieta=3, ET=56, H/E<=0.080078125
569 41 # ieta=3, ET=57, H/E<=0.080078125
570 41 # ieta=3, ET=58, H/E<=0.080078125
571 34 # ieta=3, ET=59, H/E<=0.06640625
572 34 # ieta=3, ET=60, H/E<=0.06640625
573 34 # ieta=3, ET=61, H/E<=0.06640625
574 34 # ieta=3, ET=62, H/E<=0.06640625
575 34 # ieta=3, ET=63, H/E<=0.06640625
576 34 # ieta=3, ET=64, H/E<=0.06640625
577 34 # ieta=3, ET=65, H/E<=0.06640625
578 34 # ieta=3, ET=66, H/E<=0.06640625
579 34 # ieta=3, ET=67, H/E<=0.06640625
580 34 # ieta=3, ET=68, H/E<=0.06640625
581 25 # ieta=3, ET=69, H/E<=0.048828125
582 25 # ieta=3, ET=70, H/E<=0.048828125
583 25 # ieta=3, ET=71, H/E<=0.048828125
584 25 # ieta=3, ET=72, H/E<=0.048828125
585 25 # ieta=3, ET=73, H/E<=0.048828125
586 25 # ieta=3, ET=74, H/E<=0.048828125
587 25 # ieta=3, ET=75, H/E<=0.048828125
588 25 # ieta=3, ET=76, H/E<=0.048828125
589 25 # ieta=3, ET=77, H/E<=0.048828125
590 25 # ieta=3, ET=78, H/E<=0.048828125
591 21 # ieta=3, ET=79, H/E<=0.041015625
592 21 # ieta=3, ET=80, H/E<=0.041015625
593 21 # ieta=3, ET=81, H/E<=0.041015625
594 21 # ieta=3, ET=82, H/E<=0.041015625
595 21 # ieta=3, ET=83, H/E<=0.041015625
596 21 # ieta=3, ET=84, H/E<=0.041015625
597 21 # ieta=3, ET=85, H/E<=0.041015625
598 21 # ieta=3, ET=86, H/E<=0.041015625
599 21 # ieta=3, ET=87, H/E<=0.041015625
600 21 # ieta=3, ET=88, H/E<=0.041015625
601 28 # ieta=3, ET=89, H/E<=0.0546875
602 28 # ieta=3, ET=90, H/E<=0.0546875
603 28 # ieta=3, ET=91, H/E<=0.0546875
604 28 # ieta=3, ET=92, H/E<=0.0546875
605 28 # ieta=3, ET=93, H/E<=0.0546875
606 28 # ieta=3, ET=94, H/E<=0.0546875
607 28 # ieta=3, ET=95, H/E<=0.0546875
608 28 # ieta=3, ET=96, H/E<=0.0546875
609 28 # ieta=3, ET=97, H/E<=0.0546875
610 28 # ieta=3, ET=98, H/E<=0.0546875
611 25 # ieta=3, ET=99, H/E<=0.048828125
612 25 # ieta=3, ET=100, H/E<=0.048828125
613 25 # ieta=3, ET=101, H/E<=0.048828125
614 25 # ieta=3, ET=102, H/E<=0.048828125
615 25 # ieta=3, ET=103, H/E<=0.048828125
616 25 # ieta=3, ET=104, H/E<=0.048828125
617 25 # ieta=3, ET=105, H/E<=0.048828125
618 25 # ieta=3, ET=106, H/E<=0.048828125
619 25 # ieta=3, ET=107, H/E<=0.048828125
620 25 # ieta=3, ET=108, H/E<=0.048828125
621 41 # ieta=3, ET=109, H/E<=0.080078125
622 41 # ieta=3, ET=110, H/E<=0.080078125
623 41 # ieta=3, ET=111, H/E<=0.080078125
624 41 # ieta=3, ET=112, H/E<=0.080078125
625 41 # ieta=3, ET=113, H/E<=0.080078125
626 41 # ieta=3, ET=114, H/E<=0.080078125
627 41 # ieta=3, ET=115, H/E<=0.080078125
628 41 # ieta=3, ET=116, H/E<=0.080078125
629 41 # ieta=3, ET=117, H/E<=0.080078125
630 41 # ieta=3, ET=118, H/E<=0.080078125
631 28 # ieta=3, ET=119, H/E<=0.0546875
632 28 # ieta=3, ET=120, H/E<=0.0546875
633 28 # ieta=3, ET=121, H/E<=0.0546875
634 28 # ieta=3, ET=122, H/E<=0.0546875
635 28 # ieta=3, ET=123, H/E<=0.0546875
636 28 # ieta=3, ET=124, H/E<=0.0546875
637 28 # ieta=3, ET=125, H/E<=0.0546875
638 28 # ieta=3, ET=126, H/E<=0.0546875
639 28 # ieta=3, ET=127, H/E<=0.0546875
640 28 # ieta=3, ET=128, H/E<=0.0546875
641 28 # ieta=3, ET=129, H/E<=0.0546875
642 28 # ieta=3, ET=130, H/E<=0.0546875
643 28 # ieta=3, ET=131, H/E<=0.0546875
644 28 # ieta=3, ET=132, H/E<=0.0546875
645 28 # ieta=3, ET=133, H/E<=0.0546875
646 28 # ieta=3, ET=134, H/E<=0.0546875
647 28 # ieta=3, ET=135, H/E<=0.0546875
648 28 # ieta=3, ET=136, H/E<=0.0546875
649 28 # ieta=3, ET=137, H/E<=0.0546875
650 28 # ieta=3, ET=138, H/E<=0.0546875
651 34 # ieta=3, ET=139, H/E<=0.06640625
652 34 # ieta=3, ET=140, H/E<=0.06640625
653 34 # ieta=3, ET=141, H/E<=0.06640625
654 34 # ieta=3, ET=142, H/E<=0.06640625
655 34 # ieta=3, ET=143, H/E<=0.06640625
656 34 # ieta=3, ET=144, H/E<=0.06640625
657 34 # ieta=3, ET=145, H/E<=0.06640625
658 34 # ieta=3, ET=146, H/E<=0.06640625
659 34 # ieta=3, ET=147, H/E<=0.06640625
660 34 # ieta=3, ET=148, H/E<=0.06640625
661 34 # ieta=3, ET=149, H/E<=0.06640625
662 34 # ieta=3, ET=150, H/E<=0.06640625
663 34 # ieta=3, ET=151, H/E<=0.06640625
664 34 # ieta=3, ET=152, H/E<=0.06640625
665 34 # ieta=3, ET=153, H/E<=0.06640625
666 34 # ieta=3, ET=154, H/E<=0.06640625
667 34 # ieta=3, ET=155, H/E<=0.06640625
668 34 # ieta=3, ET=156, H/E<=0.06640625
669 34 # ieta=3, ET=157, H/E<=0.06640625
670 34 # ieta=3, ET=158, H/E<=0.06640625
671 51 # ieta=3, ET=159, H/E<=0.099609375
672 51 # ieta=3, ET=160, H/E<=0.099609375
673 51 # ieta=3, ET=161, H/E<=0.099609375
674 51 # ieta=3, ET=162, H/E<=0.099609375
675 51 # ieta=3, ET=163, H/E<=0.099609375
676 51 # ieta=3, ET=164, H/E<=0.099609375
677 51 # ieta=3, ET=165, H/E<=0.099609375
678 51 # ieta=3, ET=166, H/E<=0.099609375
679 51 # ieta=3, ET=167, H/E<=0.099609375
680 51 # ieta=3, ET=168, H/E<=0.099609375
681 51 # ieta=3, ET=169, H/E<=0.099609375
682 511 # ieta=3, ET=170, H/E<=0.998046875
683 511 # ieta=3, ET=171, H/E<=0.998046875
684 511 # ieta=3, ET=172, H/E<=0.998046875
685 511 # ieta=3, ET=173, H/E<=0.998046875
686 511 # ieta=3, ET=174, H/E<=0.998046875
687 511 # ieta=3, ET=175, H/E<=0.998046875
688 511 # ieta=3, ET=176, H/E<=0.998046875
689 511 # ieta=3, ET=177, H/E<=0.998046875
690 511 # ieta=3, ET=178, H/E<=0.998046875
691 511 # ieta=3, ET=179, H/E<=0.998046875
692 511 # ieta=3, ET=180, H/E<=0.998046875
693 511 # ieta=3, ET=181, H/E<=0.998046875
694 511 # ieta=3, ET=182, H/E<=0.998046875
695 511 # ieta=3, ET=183, H/E<=0.998046875
696 511 # ieta=3, ET=184, H/E<=0.998046875
697 511 # ieta=3, ET=185, H/E<=0.998046875
698 511 # ieta=3, ET=186, H/E<=0.998046875
699 511 # ieta=3, ET=187, H/E<=0.998046875
700 511 # ieta=3, ET=188, H/E<=0.998046875
701 511 # ieta=3, ET=189, H/E<=0.998046875
702 511 # ieta=3, ET=190, H/E<=0.998046875
703 511 # ieta=3, ET=191, H/E<=0.998046875
704 511 # ieta=3, ET=192, H/E<=0.998046875
705 511 # ieta=3, ET=193, H/E<=0.998046875
706 511 # ieta=3, ET=194, H/E<=0.998046875
707 511 # ieta=3, ET=195, H/E<=0.998046875
708 511 # ieta=3, ET=196, H/E<=0.998046875
709 511 # ieta=3, ET=197, H/E<=0.998046875
710 511 # ieta=3, ET=198, H/E<=0.998046875
711 511 # ieta=3, ET=199, H/E<=0.998046875
712 511 # ieta=3, ET=200, H/E<=0.998046875
713 511 # ieta=3, ET=201, H/E<=0.998046875
714 511 # ieta=3, ET=202, H/E<=0.998046875
715 511 # ieta=3, ET=203, H/E<=0.998046875
716 511 # ieta=3, ET=204, H/E<=0.998046875
717 511 # ieta=3, ET=205, H/E<=0.998046875
718 511 # ieta=3, ET=206, H/E<=0.998046875
719 511 # ieta=3, ET=207, H/E<=0.998046875
720 511 # ieta=3, ET=208, H/E<=0.998046875
721 511 # ieta=3, ET=209, H/E<=0.998046875
722 511 # ieta=3, ET=210, H/E<=0.998046875
723 511 # ieta=3, ET=211, H/E<=0.998046875
724 511 # ieta=3, ET=212, H/E<=0.998046875
725 511 # ieta=3, ET=213, H/E<=0.998046875
726 511 # ieta=3, ET=214, H/E<=0.998046875
727 511 # ieta=3, ET=215, H/E<=0.998046875
728 511 # ieta=3, ET=216, H/E<=0.998046875
729 511 # ieta=3, ET=217, H/E<=0.998046875
730 511 # ieta=3, ET=218, H/E<=0.998046875
731 511 # ieta=3, ET=219, H/E<=0.998046875
732 511 # ieta=3, ET=220, H/E<=0.998046875
733 511 # ieta=3, ET=221, H/E<=0.998046875
734 511 # ieta=3, ET=222, H/E<=0.998046875
735 511 # ieta=3, ET=223, H/E<=0.998046875
736 511 # ieta=3, ET=224, H/E<=0.998046875
737 511 # ieta=3, ET=225, H/E<=0.998046875
738 511 # ieta=3, ET=226, H/E<=0.998046875
739 511 # ieta=3, ET=227, H/E<=0.998046875
740 511 # ieta=3, ET=228, H/E<=0.998046875
741 511 # ieta=3, ET=229, H/E<=0.998046875
742 511 # ieta=3, ET=230, H/E<=0.998046875
743 511 # ieta=3, ET=231, H/E<=0.998046875
744 511 # ieta=3, ET=232, H/E<=0.998046875
745 511 # ieta=3, ET=233, H/E<=0.998046875
746 511 # ieta=3, ET=234, H/E<=0.998046875
747 511 # ieta=3, ET=235, H/E<=0.998046875
748 511 # ieta=3, ET=236, H/E<=0.998046875
749 511 # ieta=3, ET=237, H/E<=0.998046875
750 511 # ieta=3, ET=238, H/E<=0.998046875
751 511 # ieta=3, ET=239, H/E<=0.998046875
752 511 # ieta=3, ET=240, H/E<=0.998046875
753 511 # ieta=3, ET=241, H/E<=0.998046875
754 511 # ieta=3, ET=242, H/E<=0.998046875
755 511 # ieta=3, ET=243, H/E<=0.998046875
756 511 # ieta=3, ET=244, H/E<=0.998046875
757 511 # ieta=3, ET=245, H/E<=0.998046875
758 511 # ieta=3, ET=246, H/E<=0.998046875
759 511 # ieta=3, ET=247, H/E<=0.998046875
760 511 # ieta=3, ET=248, H/E<=0.998046875
761 511 # ieta=3, ET=249, H/E<=0.998046875
762 511 # ieta=3, ET=250, H/E<=0.998046875
763 511 # ieta=3, ET=251, H/E<=0.998046875
764 511 # ieta=3, ET=252, H/E<=0.998046875
765 511 # ieta=3, ET=253, H/E<=0.998046875
766 511 # ieta=3, ET=254, H/E<=0.998046875
767 511 # ieta=3, ET=255, H/E<=0.998046875
768 49 # ieta=4, ET=0, H/E<=0.095703125
769 49 # ieta=4, ET=1, H/E<=0.095703125
770 49 # ieta=4, ET=2, H/E<=0.095703125
771 49 # ieta=4, ET=3, H/E<=0.095703125
772 49 # ieta=4, ET=4, H/E<=0.095703125
773 49 # ieta=4, ET=5, H/E<=0.095703125
774 49 # ieta=4, ET=6, H/E<=0.095703125
775 49 # ieta=4, ET=7, H/E<=0.095703125
776 49 # ieta=4, ET=8, H/E<=0.095703125
777 49 # ieta=4, ET=9, H/E<=0.095703125
778 49 # ieta=4, ET=10, H/E<=0.095703125
779 49 # ieta=4, ET=11, H/E<=0.095703125
780 49 # ieta=4, ET=12, H/E<=0.095703125
781 49 # ieta=4, ET=13, H/E<=0.095703125
782 49 # ieta=4, ET=14, H/E<=0.095703125
783 49 # ieta=4, ET=15, H/E<=0.095703125
784 49 # ieta=4, ET=16, H/E<=0.095703125
785 49 # ieta=4, ET=17, H/E<=0.095703125
786 49 # ieta=4, ET=18, H/E<=0.095703125
787 49 # ieta=4, ET=19, H/E<=0.095703125
788 49 # ieta=4, ET=20, H/E<=0.095703125
789 49 # ieta=4, ET=21, H/E<=0.095703125
790 49 # ieta=4, ET=22, H/E<=0.095703125
791 49 # ieta=4, ET=23, H/E<=0.095703125
792 49 # ieta=4, ET=24, H/E<=0.095703125
793 49 # ieta=4, ET=25, H/E<=0.095703125
794 49 # ieta=4, ET=26, H/E<=0.095703125
795 49 # ieta=4, ET=27, H/E<=0.095703125
796 49 # ieta=4, ET=28, H/E<=0.095703125
797 49 # ieta=4, ET=29, H/E<=0.095703125
798 49 # ieta=4, ET=30, H/E<=0.095703125
799 49 # ieta=4, ET=31, H/E<=0.095703125
800 49 # ieta=4, ET=32, H/E<=0.095703125
801 49 # ieta=4, ET=33, H/E<=0.095703125
802 49 # ieta=4, ET=34, H/E<=0.095703125
803 49 # ieta=4, ET=35, H/E<=0.095703125
804 49 # ieta=4, ET=36, H/E<=0.095703125
805 49 # ieta=4, ET=37, H/E<=0.095703125
806 49 # ieta=4, ET=38, H/E<=0.095703125
807 37 # ieta=4, ET=39, H/E<=0.072265625
808 37 # ieta=4, ET=40, H/E<=0.072265625
809 37 # ieta=4, ET=41, H/E<=0.072265625
810 37 # ieta=4, ET=42, H/E<=0.072265625
811 37 # ieta=4, ET=43, H/E<=0.072265625
812 37 # ieta=4, ET=44, H/E<=0.072265625
813 37 # ieta=4, ET=45, H/E<=0.072265625
814 37 # ieta=4, ET=46, H/E<=0.072265625
815 37 # ieta=4, ET=47, H/E<=0.072265625
816 37 # ieta=4, ET=48, H/E<=0.072265625
817 37 # ieta=4, ET=49, H/E<=0.072265625
818 37 # ieta=4, ET=50, H/E<=0.072265625
819 37 # ieta=4, ET=51, H/E<=0.072265625
820 37 # ieta=4, ET=52, H/E<=0.072265625
821 37 # ieta=4, ET=53, H/E<=0.072265625
822 37 # ieta=4, ET=54, H/E<=0.072265625
823 37 # ieta=4, ET=55, H/E<=0.072265625
824 37 # ieta=4, ET=56, H/E<=0.072265625
825 37 # ieta=4, ET=57, H/E<=0.072265625
826 37 # ieta=4, ET=58, H/E<=0.072265625
827 31 # ieta=4, ET=59, H/E<=0.060546875
828 31 # ieta=4, ET=60, H/E<=0.060546875
829 31 # ieta=4, ET=61, H/E<=0.060546875
830 31 # ieta=4, ET=62, H/E<=0.060546875
831 31 # ieta=4, ET=63, H/E<=0.060546875
832 31 # ieta=4, ET=64, H/E<=0.060546875
833 31 # ieta=4, ET=65, H/E<=0.060546875
834 31 # ieta=4, ET=66, H/E<=0.060546875
835 31 # ieta=4, ET=67, H/E<=0.060546875
836 31 # ieta=4, ET=68, H/E<=0.060546875
837 26 # ieta=4, ET=69, H/E<=0.05078125
838 26 # ieta=4, ET=70, H/E<=0.05078125
839 26 # ieta=4, ET=71, H/E<=0.05078125
840 26 # ieta=4, ET=72, H/E<=0.05078125
841 26 # ieta=4, ET=73, H/E<=0.05078125
842 26 # ieta=4, ET=74, H/E<=0.05078125
843 26 # ieta=4, ET=75, H/E<=0.05078125
844 26 # ieta=4, ET=76, H/E<=0.05078125
845 26 # ieta=4, ET=77, H/E<=0.05078125
846 26 # ieta=4, ET=78, H/E<=0.05078125
847 24 # ieta=4, ET=79, H/E<=0.046875
848 24 # ieta=4, ET=80, H/E<=0.046875
849 24 # ieta=4, ET=81, H/E<=0.046875
850 24 # ieta=4, ET=82, H/E<=0.046875
851 24 # ieta=4, ET=83, H/E<=0.046875
852 24 # ieta=4, ET=84, H/E<=0.046875
853 24 # ieta=4, ET=85, H/E<=0.046875
854 24 # ieta=4, ET=86, H/E<=0.046875
855 24 # ieta=4, ET=87, H/E<=0.046875
856 24 # ieta=4, ET=88, H/E<=0.046875
857 29 # ieta=4, ET=89, H/E<=0.056640625
858 29 # ieta=4, ET=90, H/E<=0.056640625
859 29 # ieta=4, ET=91, H/E<=0.056640625
860 29 # ieta=4, ET=92, H/E<=0.056640625
861 29 # ieta=4, ET=93, H/E<=0.056640625
862 29 # ieta=4, ET=94, H/E<=0.056640625
863 29 # ieta=4, ET=95, H/E<=0.056640625
864 29 # ieta=4, ET=96, H/E<=0.056640625
865 29 # ieta=4, ET=97, H/E<=0.056640625
866 29 # ieta=4, ET=98, H/E<=0.056640625
867 26 # ieta=4, ET=99, H/E<=0.05078125
868 26 # ieta=4, ET=100, H/E<=0.05078125
869 26 # ieta=4, ET=101, H/E<=0.05078125
870 26 # ieta=4, ET=102, H/E<=0.05078125
871 26 # ieta=4, ET=103, H/E<=0.05078125
872 26 # ieta=4, ET=104, H/E<=0.05078125
873 26 # ieta=4, ET=105, H/E<=0.05078125
874 26 # ieta=4, ET=106, H/E<=0.05078125
875 26 # ieta=4, ET=107, H/E<=0.05078125
876 26 # ieta=4, ET=108, H/E<=0.05078125
877 37 # ieta=4, ET=109, H/E<=0.072265625
878 37 # ieta=4, ET=110, H/E<=0.072265625
879 37 # ieta=4, ET=111, H/E<=0.072265625
880 37 # ieta=4, ET=112, H/E<=0.072265625
881 37 # ieta=4, ET=113, H/E<=0.072265625
882 37 # ieta=4, ET=114, H/E<=0.072265625
883 37 # ieta=4, ET=115, H/E<=0.072265625
884 37 # ieta=4, ET=116, H/E<=0.072265625
885 37 # ieta=4, ET=117, H/E<=0.072265625
886 37 # ieta=4, ET=118, H/E<=0.072265625
887 29 # ieta=4, ET=119, H/E<=0.056640625
888 29 # ieta=4, ET=120, H/E<=0.056640625
889 29 # ieta=4, ET=121, H/E<=0.056640625
890 29 # ieta=4, ET=122, H/E<=0.056640625
891 29 # ieta=4, ET=123, H/E<=0.056640625
892 29 # ieta=4, ET=124, H/E<=0.056640625
893 29 # ieta=4, ET=125, H/E<=0.056640625
894 29 # ieta=4, ET=126, H/E<=0.056640625
895 29 # ieta=4, ET=127, H/E<=0.056640625
896 29 # ieta=4, ET=128, H/E<=0.056640625
897 29 # ieta=4, ET=129, H/E<=0.056640625
898 29 # ieta=4, ET=130, H/E<=0.056640625
899 29 # ieta=4, ET=131, H/E<=0.056640625
900 29 # ieta=4, ET=132, H/E<=0.056640625
901 29 # ieta=4, ET=133, H/E<=0.056640625
902 29 # ieta=4, ET=134, H/E<=0.056640625
903 29 # ieta=4, ET=135, H/E<=0.056640625
904 29 # ieta=4, ET=136, H/E<=0.056640625
905 29 # ieta=4, ET=137, H/E<=0.056640625
906 29 # ieta=4, ET=138, H/E<=0.056640625
907 31 # ieta=4, ET=139, H/E<=0.060546875
908 31 # ieta=4, ET=140, H/E<=0.060546875
909 31 # ieta=4, ET=141, H/E<=0.060546875
910 31 # ieta=4, ET=142, H/E<=0.060546875
911 31 # ieta=4, ET=143, H/E<=0.060546875
912 31 # ieta=4, ET=144, H/E<=0.060546875
913 31 # ieta=4, ET=145, H/E<=0.060546875
914 31 # ieta=4, ET=146, H/E<=0.060546875
915 31 # ieta=4, ET=147, H/E<=0.060546875
916 31 # ieta=4, ET=148, H/E<=0.060546875
917 31 # ieta=4, ET=149, H/E<=0.060546875
918 31 # ieta=4, ET=150, H/E<=0.060546875
919 31 # ieta=4, ET=151, H/E<=0.060546875
920 31 # ieta=4, ET=152, H/E<=0.060546875
921 31 # ieta=4, ET=153, H/E<=0.060546875
922 31 # ieta=4, ET=154, H/E<=0.060546875
923 31 # ieta=4, ET=155, H/E<=0.060546875
924 31 # ieta=4, ET=156, H/E<=0.060546875
925 31 # ieta=4, ET=157, H/E<=0.060546875
926 31 # ieta=4, ET=158, H/E<=0.060546875
927 49 # ieta=4, ET=159, H/E<=0.095703125
928 49 # ieta=4, ET=160, H/E<=0.095703125
929 49 # ieta=4, ET=161, H/E<=0.095703125
930 49 # ieta=4, ET=162, H/E<=0.095703125
931 49 # ieta=4, ET=163, H/E<=0.095703125
932 49 # ieta=4, ET=164, H/E<=0.095703125
933 49 # ieta=4, ET=165, H/E<=0.095703125
934 49 # ieta=4, ET=166, H/E<=0.095703125
935 49 # ieta=4, ET=167, H/E<=0.095703125
936 49 # ieta=4, ET=168, H/E<=0.095703125
937 49 # ieta=4, ET=169, H/E<=0.095703125
938 511 # ieta=4, ET=170, H/E<=0.998046875
939 511 # ieta=4, ET=171, H/E<=0.998046875
940 511 # ieta=4, ET=172, H/E<=0.998046875
941 511 # ieta=4, ET=173, H/E<=0.998046875
942 511 # ieta=4, ET=174, H/E<=0.998046875
943 511 # ieta=4, ET=175, H/E<=0.998046875
944 511 # ieta=4, ET=176, H/E<=0.998046875
945 511 # ieta=4, ET=177, H/E<=0.998046875
946 511 # ieta=4, ET=178, H/E<=0.998046875
947 511 # ieta=4, ET=179, H/E<=0.998046875
948 511 # ieta=4, ET=180, H/E<=0.998046875
949 511 # ieta=4, ET=181, H/E<=0.998046875
950 511 # ieta=4, ET=182, H/E<=0.998046875
951 511 # ieta=4, ET=183, H/E<=0.998046875
952 511 # ieta=4, ET=184, H/E<=0.998046875
953 511 # ieta=4, ET=185, H/E<=0.998046875
954 511 # ieta=4, ET=186, H/E<=0.998046875
955 511 # ieta=4, ET=187, H/E<=0.998046875
956 511 # ieta=4, ET=188, H/E<=0.998046875
957 511 # ieta=4, ET=189, H/E<=0.998046875
958 511 # ieta=4, ET=190, H/E<=0.998046875
959 511 # ieta=4, ET=191, H/E<=0.998046875
960 511 # ieta=4, ET=192, H/E<=0.998046875
961 511 # ieta=4, ET=193, H/E<=0.998046875
962 511 # ieta=4, ET=194, H/E<=0.998046875
963 511 # ieta=4, ET=195, H/E<=0.998046875
964 511 # ieta=4, ET=196, H/E<=0.998046875
965 511 # ieta=4, ET=197, H/E<=0.998046875
966 511 # ieta=4, ET=198, H/E<=0.998046875
967 511 # ieta=4, ET=199, H/E<=0.998046875
968 511 # ieta=4, ET=200, H/E<=0.998046875
969 511 # ieta=4, ET=201, H/E<=0.998046875
970 511 # ieta=4, ET=202, H/E<=0.998046875
971 511 # ieta=4, ET=203, H/E<=0.998046875
972 511 # ieta=4, ET=204, H/E<=0.998046875
973 511 # ieta=4, ET=205, H/E<=0.998046875
974 511 # ieta=4, ET=206, H/E<=0.998046875
975 511 # ieta=4, ET=207, H/E<=0.998046875
976 511 # ieta=4, ET=208, H/E<=0.998046875
977 511 # ieta=4, ET=209, H/E<=0.998046875
978 511 # ieta=4, ET=210, H/E<=0.998046875
979 511 # ieta=4, ET=211, H/E<=0.998046875
980 511 # ieta=4, ET=212, H/E<=0.998046875
981 511 # ieta=4, ET=213, H/E<=0.998046875
982 511 # ieta=4, ET=214, H/E<=0.998046875
983 511 # ieta=4, ET=215, H/E<=0.998046875
984 511 # ieta=4, ET=216, H/E<=0.998046875
985 511 # ieta=4, ET=217, H/E<=0.998046875
986 511 # ieta=4, ET=218, H/E<=0.998046875
987 511 # ieta=4, ET=219, H/E<=0.998046875
988 511 # ieta=4, ET=220, H/E<=0.998046875
989 511 # ieta=4, ET=221, H/E<=0.998046875
990 511 # ieta=4, ET=222, H/E<=0.998046875
991 511 # ieta=4, ET=223, H/E<=0.998046875
992 511 # ieta=4, ET=224, H/E<=0.998046875
993 511 # ieta=4, ET=225, H/E<=0.998046875
994 511 # ieta=4, ET=226, H/E<=0.998046875
995 511 # ieta=4, ET=227, H/E<=0.998046875
996 511 # ieta=4, ET=228, H/E<=0.998046875
997 511 # ieta=4, ET=229, H/E<=0.998046875
998 511 # ieta=4, ET=230, H/E<=0.998046875
999 511 # ieta=4, ET=231, H/E<=0.998046875
1000 511 # ieta=4, ET=232, H/E<=0.998046875
1001 511 # ieta=4, ET=233, H/E<=0.998046875
1002 511 # ieta=4, ET=234, H/E<=0.998046875
1003 511 # ieta=4, ET=235, H/E<=0.998046875
1004 511 # ieta=4, ET=236, H/E<=0.998046875
1005 511 # ieta=4, ET=237, H/E<=0.998046875
1006 511 # ieta=4, ET=238, H/E<=0.998046875
1007 511 # ieta=4, ET=239, H/E<=0.998046875
1008 511 # ieta=4, ET=240, H/E<=0.998046875
1009 511 # ieta=4, ET=241, H/E<=0.998046875
1010 511 # ieta=4, ET=242, H/E<=0.998046875
1011 511 # ieta=4, ET=243, H/E<=0.998046875
1012 511 # ieta=4, ET=244, H/E<=0.998046875
1013 511 # ieta=4, ET=245, H/E<=0.998046875
1014 511 # ieta=4, ET=246, H/E<=0.998046875
1015 511 # ieta=4, ET=247, H/E<=0.998046875
1016 511 # ieta=4, ET=248, H/E<=0.998046875
1017 511 # ieta=4, ET=249, H/E<=0.998046875
1018 511 # ieta=4, ET=250, H/E<=0.998046875
